Year,Area_Type,State_UT,Crime_Category,Crime_Subcategory,Victim_Gender,Victim_Age_Group,Cases_Reported,Cases_Solved,Cases_Pending,Cases_Investigated,Cases_Not_Investigated
2004,Urban,Uttarakhand,Property Crime,Theft,Female,0-12,2893,377,2516,2813,80
2009,Urban,Uttarakhand,Crime Against Men,Assault,Male,46-60,6055,3393,2662,5573,482
2004,Rural,Goa,Crime Against Women,Molestation,Male,31-45,812,355,457,492,320
2007,Rural,West Bengal,Crime Against Women,Molestation,Male,0-12,1770,980,790,1310,460
2003,Rural,Himachal Pradesh,Other Crimes,Drug Offense,Male,46-60,3376,2858,518,2980,396
2005,Urban,Uttar Pradesh,Crime Against Children,Kidnapping,Female,60+,9829,2851,6978,2879,6950
2002,Rural,Jammu & Kashmir,Crime Against Women,Molestation,Male,18-30,1589,1354,235,1403,186
2010,Rural,Goa,Crime Against Children,Trafficking,Male,31-45,1777,1341,436,1633,144
2001,Rural,Maharashtra,Crime Against Men,Murder,Male,13-17,2167,611,1556,1683,484
2006,Urban,Sikkim,Crime Against Men,Extortion,Female,13-17,4585,196,4389,716,3869
2004,Urban,Himachal Pradesh,Crime Against Men,Murder,Male,60+,7421,4722,2699,6540,881
2001,Urban,Odisha,Property Crime,Vandalism,Female,60+,9227,7176,2051,7931,1296
2003,Urban,Jharkhand,Other Crimes,Fraud,Male,46-60,3202,775,2427,2106,1096
2008,Rural,Jharkhand,Crime Against Women,Dowry Deaths,Female,0-12,4747,1972,2775,2944,1803
2006,Urban,Assam,Property Crime,Burglary,Female,0-12,9927,8103,1824,8132,1795
2004,Rural,Delhi,Crime Against Women,Domestic Violence,Male,60+,5475,3228,2247,4759,716
2008,Rural,Himachal Pradesh,Crime Against Men,Murder,Male,46-60,1584,1444,140,1524,60
2009,Rural,Uttar Pradesh,Other Crimes,Fraud,Female,46-60,5853,862,4991,919,4934
2008,Urban,Bihar,Crime Against Women,Domestic Violence,Female,46-60,7851,6275,1576,6538,1313
2004,Rural,Assam,Crime Against Children,Child Abuse,Female,31-45,1518,1240,278,1323,195
2010,Urban,Kerala,Crime Against Women,Molestation,Female,46-60,8109,4511,3598,7005,1104
2003,Rural,Haryana,Crime Against Children,Child Abuse,Male,31-45,5536,435,5101,2826,2710
2006,Urban,Andhra Pradesh,Crime Against Children,Trafficking,Female,46-60,7606,1147,6459,1947,5659
2005,Urban,Himachal Pradesh,Property Crime,Theft,Male,18-30,305,162,143,200,105
2010,Urban,Goa,Other Crimes,Fraud,Male,31-45,9659,4318,5341,8063,1596
2004,Urban,Maharashtra,Crime Against Children,Child Abuse,Male,46-60,9814,3335,6479,6134,3680
2006,Rural,Assam,Crime Against Children,Kidnapping,Male,60+,2061,131,1930,1433,628
2006,Urban,Punjab,Crime Against Children,Child Abuse,Male,31-45,7350,749,6601,940,6410
2010,Rural,Sikkim,Crime Against Women,Dowry Deaths,Male,46-60,7303,1712,5591,6604,699
2006,Rural,Bihar,Crime Against Men,Robbery,Female,46-60,8042,511,7531,5830,2212
2004,Urban,Mizoram,Property Crime,Arson,Male,31-45,7650,802,6848,4994,2656
2010,Urban,Jharkhand,Crime Against Women,Rape,Female,0-12,6946,4187,2759,4499,2447
2004,Rural,Gujarat,Property Crime,Burglary,Male,13-17,3841,1600,2241,2522,1319
2009,Rural,Arunachal Pradesh,Crime Against Children,Child Abuse,Male,13-17,3309,1979,1330,3167,142
2009,Urban,Sikkim,Property Crime,Arson,Female,46-60,3306,580,2726,1479,1827
2005,Rural,Himachal Pradesh,Crime Against Women,Dowry Deaths,Female,18-30,2217,907,1310,1324,893
2010,Urban,Maharashtra,Crime Against Men,Assault,Female,0-12,6654,42,6612,3815,2839
2007,Rural,Assam,Other Crimes,Corruption,Male,46-60,174,100,74,130,44
2001,Urban,Chhattisgarh,Crime Against Children,Child Labor,Male,46-60,767,19,748,300,467
2003,Rural,Arunachal Pradesh,Crime Against Men,Robbery,Male,46-60,8303,1206,7097,4846,3457
2003,Urban,Andhra Pradesh,Crime Against Children,Child Abuse,Female,31-45,2859,627,2232,1721,1138
2003,Urban,Manipur,Property Crime,Burglary,Male,60+,3501,2984,517,3354,147
2004,Rural,West Bengal,Property Crime,Arson,Male,18-30,1328,639,689,1063,265
2008,Rural,Manipur,Crime Against Women,Dowry Deaths,Male,60+,7612,1557,6055,5114,2498
2004,Rural,Delhi,Property Crime,Burglary,Male,31-45,4109,3747,362,3769,340
2002,Urban,Karnataka,Property Crime,Theft,Male,13-17,678,429,249,492,186
2006,Rural,Rajasthan,Crime Against Women,Molestation,Female,46-60,4697,3768,929,4316,381
2007,Rural,Tamil Nadu,Crime Against Men,Assault,Male,46-60,6032,921,5111,1211,4821
2008,Urban,Telangana,Crime Against Children,Kidnapping,Female,31-45,5532,5297,235,5313,219
2005,Rural,Punjab,Property Crime,Vandalism,Female,60+,9074,1833,7241,8179,895
2006,Rural,Assam,Crime Against Men,Assault,Female,31-45,7917,2649,5268,4529,3388
2001,Urban,Mizoram,Crime Against Children,Trafficking,Male,0-12,1657,1374,283,1584,73
2005,Rural,Nagaland,Other Crimes,Drug Offense,Female,0-12,9266,8308,958,8596,670
2004,Urban,Rajasthan,Property Crime,Theft,Female,46-60,9645,1885,7760,7931,1714
2007,Rural,Chhattisgarh,Crime Against Men,Murder,Female,18-30,7979,4159,3820,7275,704
2010,Urban,Gujarat,Crime Against Children,Kidnapping,Male,18-30,4684,3383,1301,3473,1211
2002,Rural,Meghalaya,Crime Against Men,Extortion,Male,46-60,777,177,600,208,569
2002,Rural,Karnataka,Crime Against Men,Assault,Male,46-60,9885,9136,749,9563,322
2009,Rural,Bihar,Crime Against Men,Assault,Female,60+,9235,1649,7586,6251,2984
2006,Rural,Haryana,Crime Against Women,Rape,Female,13-17,2036,1729,307,1817,219
2007,Urban,Telangana,Crime Against Women,Domestic Violence,Female,0-12,9111,3395,5716,7738,1373
2009,Urban,Chhattisgarh,Crime Against Children,Child Abuse,Female,0-12,2081,1202,879,1413,668
2001,Rural,Andhra Pradesh,Property Crime,Burglary,Female,0-12,8689,7676,1013,7751,938
2005,Urban,Mizoram,Other Crimes,Drug Offense,Female,13-17,7242,5041,2201,5407,1835
2003,Urban,Assam,Property Crime,Arson,Male,60+,8871,4065,4806,4543,4328
2002,Rural,Madhya Pradesh,Crime Against Men,Extortion,Male,13-17,3901,98,3803,1483,2418
2007,Urban,Jammu & Kashmir,Crime Against Children,Child Labor,Female,31-45,1471,501,970,725,746
2009,Rural,Tripura,Crime Against Children,Kidnapping,Male,18-30,9940,6018,3922,7816,2124
2009,Urban,Kerala,Other Crimes,Fraud,Male,46-60,8261,244,8017,958,7303
2007,Urban,Karnataka,Crime Against Women,Domestic Violence,Male,13-17,8421,2369,6052,3564,4857
2002,Urban,Jharkhand,Crime Against Women,Domestic Violence,Female,18-30,4460,3125,1335,3174,1286
2006,Urban,Goa,Other Crimes,Corruption,Male,31-45,2776,2149,627,2668,108
2001,Urban,Meghalaya,Crime Against Men,Robbery,Male,46-60,5162,4574,588,5126,36
2005,Rural,Manipur,Property Crime,Burglary,Male,31-45,6902,1921,4981,4255,2647
2001,Urban,Odisha,Property Crime,Theft,Female,18-30,2022,73,1949,714,1308
2002,Rural,Uttar Pradesh,Crime Against Men,Robbery,Female,0-12,626,595,31,605,21
2010,Rural,Chhattisgarh,Crime Against Children,Child Labor,Male,13-17,5676,3607,2069,4431,1245
2004,Rural,Chhattisgarh,Crime Against Men,Robbery,Male,18-30,4593,4377,216,4533,60
2006,Urban,Maharashtra,Crime Against Women,Domestic Violence,Female,31-45,643,58,585,166,477
2009,Urban,Himachal Pradesh,Other Crimes,Corruption,Female,0-12,4148,148,4000,1738,2410
2006,Urban,Manipur,Crime Against Men,Murder,Female,31-45,3986,1278,2708,2280,1706
2010,Urban,Chhattisgarh,Crime Against Women,Dowry Deaths,Male,60+,8676,1062,7614,6575,2101
2005,Urban,Maharashtra,Property Crime,Burglary,Male,31-45,951,394,557,717,234
2008,Rural,Arunachal Pradesh,Crime Against Men,Extortion,Male,46-60,2190,1562,628,1984,206
2002,Rural,Delhi,Crime Against Women,Dowry Deaths,Male,31-45,2938,104,2834,749,2189
2001,Urban,Karnataka,Property Crime,Arson,Male,13-17,7023,6577,446,6784,239
2006,Rural,Tripura,Other Crimes,Cyber Crime,Female,31-45,4790,2786,2004,4208,582
2007,Rural,Delhi,Other Crimes,Corruption,Female,46-60,9876,8548,1328,9030,846
2005,Rural,Jharkhand,Property Crime,Vandalism,Female,46-60,7564,761,6803,1717,5847
2002,Rural,Bihar,Crime Against Women,Rape,Male,46-60,7924,5190,2734,7203,721
2010,Urban,Jammu & Kashmir,Property Crime,Arson,Female,13-17,5060,2877,2183,2877,2183
2003,Urban,Meghalaya,Property Crime,Theft,Female,18-30,4560,481,4079,1223,3337
2002,Rural,Telangana,Crime Against Women,Molestation,Female,60+,480,398,82,426,54
2007,Rural,Arunachal Pradesh,Property Crime,Theft,Male,18-30,4955,2517,2438,3366,1589
2004,Rural,Punjab,Crime Against Women,Molestation,Male,60+,5537,4637,900,4968,569
2002,Urban,Jammu & Kashmir,Crime Against Women,Dowry Deaths,Male,60+,6658,4285,2373,4561,2097
2005,Rural,Punjab,Other Crimes,Cyber Crime,Male,13-17,7179,3127,4052,5877,1302
2001,Urban,Rajasthan,Crime Against Women,Molestation,Male,0-12,9695,8117,1578,8902,793
2002,Rural,Gujarat,Crime Against Men,Assault,Male,46-60,5471,2513,2958,5398,73
2003,Rural,Uttarakhand,Crime Against Children,Child Labor,Male,18-30,3553,16,3537,3191,362
2006,Urban,Delhi,Crime Against Children,Child Labor,Female,31-45,6930,5381,1549,5689,1241
2001,Rural,Tamil Nadu,Crime Against Children,Child Abuse,Female,31-45,4195,3998,197,4026,169
2005,Rural,Sikkim,Crime Against Men,Murder,Female,60+,6562,5054,1508,5763,799
2004,Rural,Andhra Pradesh,Other Crimes,Cyber Crime,Female,31-45,1439,1024,415,1091,348
2010,Urban,Chhattisgarh,Other Crimes,Drug Offense,Male,31-45,3386,3334,52,3369,17
2002,Rural,Uttar Pradesh,Other Crimes,Cyber Crime,Female,31-45,1526,1013,513,1274,252
2002,Rural,Kerala,Crime Against Women,Dowry Deaths,Male,60+,9546,4819,4727,8393,1153
2008,Rural,Nagaland,Property Crime,Theft,Male,60+,8339,1254,7085,3317,5022
2009,Urban,Karnataka,Property Crime,Theft,Male,31-45,480,325,155,419,61
2004,Urban,Mizoram,Other Crimes,Drug Offense,Male,46-60,3759,2769,990,3139,620
2004,Rural,Chhattisgarh,Crime Against Men,Extortion,Male,46-60,3393,1252,2141,1454,1939
2005,Urban,Uttarakhand,Other Crimes,Corruption,Female,60+,1360,119,1241,749,611
2004,Rural,Uttar Pradesh,Crime Against Children,Kidnapping,Female,60+,8575,344,8231,2574,6001
2005,Rural,Telangana,Other Crimes,Corruption,Female,0-12,8222,812,7410,3835,4387
2007,Urban,Rajasthan,Property Crime,Vandalism,Male,31-45,4282,949,3333,3800,482
2005,Urban,Maharashtra,Crime Against Men,Extortion,Male,46-60,2067,168,1899,339,1728
2007,Urban,Assam,Crime Against Children,Kidnapping,Female,60+,3722,3110,612,3334,388
2002,Rural,Mizoram,Property Crime,Arson,Male,0-12,8636,3487,5149,7374,1262
2009,Rural,West Bengal,Other Crimes,Drug Offense,Male,18-30,3069,2483,586,2545,524
2006,Rural,Uttar Pradesh,Crime Against Children,Trafficking,Female,60+,2774,837,1937,1438,1336
2007,Urban,Uttar Pradesh,Property Crime,Theft,Female,18-30,2329,921,1408,1960,369
2010,Urban,Nagaland,Crime Against Children,Child Labor,Female,60+,5846,363,5483,927,4919
2009,Rural,Assam,Property Crime,Theft,Female,60+,517,242,275,361,156
2001,Rural,Assam,Other Crimes,Corruption,Male,31-45,7274,6772,502,6944,330
2006,Rural,Sikkim,Crime Against Women,Molestation,Female,31-45,3106,376,2730,885,2221
2004,Rural,Karnataka,Crime Against Men,Extortion,Female,31-45,9850,9798,52,9833,17
2004,Urban,Jharkhand,Crime Against Women,Rape,Male,18-30,4834,3982,852,4315,519
2005,Rural,Jammu & Kashmir,Crime Against Children,Kidnapping,Female,60+,8577,3420,5157,7387,1190
2004,Urban,Tripura,Crime Against Women,Molestation,Female,13-17,5308,1901,3407,2134,3174
2004,Rural,Manipur,Crime Against Children,Trafficking,Female,18-30,1810,597,1213,912,898
2009,Rural,Kerala,Crime Against Women,Molestation,Male,18-30,6820,1882,4938,6073,747
2007,Rural,Manipur,Crime Against Men,Robbery,Female,46-60,1512,1347,165,1404,108
2006,Rural,Jammu & Kashmir,Crime Against Men,Assault,Female,18-30,3008,1153,1855,1939,1069
2008,Rural,Assam,Property Crime,Arson,Male,18-30,5756,4676,1080,4947,809
2009,Urban,Rajasthan,Crime Against Men,Assault,Male,60+,3964,2339,1625,3072,892
2002,Rural,Assam,Property Crime,Vandalism,Male,46-60,5376,2914,2462,3187,2189
2003,Rural,Andhra Pradesh,Crime Against Women,Domestic Violence,Male,0-12,9979,4521,5458,6568,3411
2006,Rural,Jharkhand,Crime Against Women,Rape,Male,31-45,6011,82,5929,1334,4677
2010,Urban,Goa,Property Crime,Theft,Female,60+,1776,1240,536,1614,162
2010,Urban,Jharkhand,Crime Against Men,Extortion,Female,60+,4919,1513,3406,1866,3053
2009,Urban,Nagaland,Crime Against Women,Rape,Female,0-12,8678,4546,4132,5198,3480
2008,Rural,Goa,Other Crimes,Fraud,Female,18-30,1527,1162,365,1299,228
2004,Rural,Punjab,Other Crimes,Cyber Crime,Female,60+,8533,3010,5523,5177,3356
2008,Rural,Karnataka,Property Crime,Burglary,Male,46-60,61,32,29,60,1
2009,Rural,Assam,Crime Against Children,Kidnapping,Female,46-60,4780,2599,2181,3684,1096
2002,Urban,Chhattisgarh,Crime Against Men,Murder,Female,13-17,3546,2172,1374,3408,138
2003,Rural,Assam,Other Crimes,Fraud,Female,60+,7778,3871,3907,5427,2351
2001,Urban,Delhi,Property Crime,Vandalism,Male,31-45,7983,923,7060,1605,6378
2003,Rural,Kerala,Other Crimes,Fraud,Male,46-60,1043,660,383,1009,34
2009,Rural,Madhya Pradesh,Other Crimes,Fraud,Female,46-60,6264,2256,4008,2393,3871
2008,Rural,Mizoram,Crime Against Men,Robbery,Female,0-12,688,452,236,530,158
2002,Rural,Jammu & Kashmir,Crime Against Women,Molestation,Male,0-12,8258,3637,4621,5610,2648
2006,Rural,Madhya Pradesh,Crime Against Children,Child Labor,Female,13-17,7518,2765,4753,5793,1725
2003,Urban,Gujarat,Crime Against Men,Murder,Female,31-45,3545,2955,590,3524,21
2009,Urban,Gujarat,Property Crime,Theft,Female,31-45,4261,279,3982,906,3355
2008,Rural,Sikkim,Crime Against Children,Kidnapping,Male,31-45,2100,77,2023,1127,973
2006,Rural,Nagaland,Property Crime,Theft,Male,18-30,3876,1945,1931,2272,1604
2001,Rural,Himachal Pradesh,Property Crime,Theft,Female,13-17,653,288,365,540,113
2010,Urban,Jharkhand,Property Crime,Burglary,Female,60+,2595,1448,1147,1492,1103
2005,Urban,Arunachal Pradesh,Crime Against Men,Robbery,Female,31-45,2521,546,1975,1089,1432
2010,Rural,Telangana,Property Crime,Burglary,Male,46-60,151,85,66,123,28
2008,Urban,Kerala,Crime Against Women,Rape,Male,0-12,4966,3739,1227,3842,1124
2010,Rural,Andhra Pradesh,Other Crimes,Drug Offense,Female,18-30,3842,360,3482,875,2967
2007,Urban,Odisha,Crime Against Women,Domestic Violence,Female,18-30,8006,792,7214,7931,75
2009,Urban,Tamil Nadu,Crime Against Children,Kidnapping,Female,13-17,64,50,14,55,9
2008,Urban,Kerala,Crime Against Men,Robbery,Female,13-17,8143,703,7440,4075,4068
2007,Urban,Arunachal Pradesh,Crime Against Men,Murder,Male,31-45,6477,4869,1608,6287,190
2001,Urban,Rajasthan,Crime Against Men,Extortion,Male,31-45,8976,313,8663,4625,4351
2003,Urban,Meghalaya,Crime Against Children,Trafficking,Male,46-60,9691,2729,6962,4881,4810
2003,Rural,Manipur,Other Crimes,Corruption,Male,60+,1563,309,1254,1189,374
2005,Rural,Tamil Nadu,Crime Against Children,Child Labor,Male,46-60,4252,416,3836,1765,2487
2007,Urban,Nagaland,Other Crimes,Corruption,Female,0-12,4008,2536,1472,3007,1001
2003,Urban,Assam,Other Crimes,Fraud,Female,46-60,2582,1621,961,1627,955
2007,Urban,Delhi,Crime Against Women,Rape,Male,31-45,722,499,223,679,43
2010,Urban,Meghalaya,Other Crimes,Cyber Crime,Female,31-45,8163,2504,5659,2561,5602
2009,Rural,Madhya Pradesh,Other Crimes,Corruption,Male,0-12,1890,1759,131,1784,106
2002,Urban,Delhi,Crime Against Women,Rape,Male,18-30,6614,2972,3642,3458,3156
2008,Urban,Gujarat,Other Crimes,Cyber Crime,Female,13-17,1597,459,1138,1319,278
2007,Rural,Sikkim,Crime Against Women,Dowry Deaths,Male,18-30,7147,2084,5063,4843,2304
2009,Urban,Himachal Pradesh,Other Crimes,Corruption,Male,60+,3324,1606,1718,2309,1015
2008,Rural,Himachal Pradesh,Crime Against Children,Kidnapping,Female,0-12,6902,1404,5498,4217,2685
2006,Rural,Mizoram,Property Crime,Burglary,Female,18-30,8070,4867,3203,6846,1224
2002,Rural,Mizoram,Crime Against Men,Extortion,Female,60+,4648,3577,1071,3589,1059
2010,Rural,Tripura,Crime Against Women,Molestation,Male,0-12,1984,413,1571,1826,158
2003,Rural,Manipur,Other Crimes,Fraud,Female,60+,895,394,501,590,305
2007,Urban,Rajasthan,Crime Against Children,Child Labor,Male,18-30,441,148,293,406,35
2010,Urban,Gujarat,Crime Against Women,Molestation,Female,18-30,449,14,435,255,194
2007,Rural,Rajasthan,Crime Against Women,Molestation,Male,60+,4629,2237,2392,4374,255
2002,Rural,Tamil Nadu,Crime Against Children,Kidnapping,Female,18-30,6551,274,6277,1997,4554
2002,Rural,West Bengal,Crime Against Women,Domestic Violence,Female,31-45,6829,4571,2258,5425,1404
2004,Rural,Bihar,Crime Against Women,Dowry Deaths,Male,0-12,2990,1492,1498,2013,977
2004,Rural,Andhra Pradesh,Crime Against Children,Kidnapping,Female,18-30,9516,153,9363,3934,5582
2004,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Male,18-30,4301,2979,1322,3706,595
2007,Rural,Himachal Pradesh,Property Crime,Theft,Female,18-30,3492,491,3001,1173,2319
2008,Urban,Jharkhand,Crime Against Women,Domestic Violence,Male,31-45,1868,1779,89,1794,74
2004,Urban,Tripura,Property Crime,Arson,Male,18-30,1031,811,220,932,99
2002,Rural,Uttarakhand,Crime Against Children,Trafficking,Male,18-30,75,38,37,67,8
2003,Urban,Nagaland,Other Crimes,Corruption,Female,18-30,2565,2253,312,2531,34
2007,Rural,Chhattisgarh,Crime Against Children,Child Abuse,Male,13-17,6938,5184,1754,6552,386
2007,Urban,Tamil Nadu,Crime Against Children,Child Abuse,Male,60+,8335,3250,5085,7187,1148
2003,Urban,Jharkhand,Crime Against Women,Rape,Male,31-45,6317,2500,3817,2525,3792
2007,Urban,Bihar,Crime Against Women,Molestation,Female,0-12,4900,1476,3424,3432,1468
2006,Rural,Chhattisgarh,Other Crimes,Cyber Crime,Male,60+,1411,434,977,519,892
2001,Urban,Chhattisgarh,Crime Against Women,Molestation,Male,13-17,2374,1635,739,2013,361
2001,Urban,Punjab,Crime Against Women,Molestation,Female,46-60,9405,3518,5887,4861,4544
2008,Urban,Jharkhand,Crime Against Women,Dowry Deaths,Male,60+,4409,3338,1071,3585,824
2001,Urban,Uttarakhand,Other Crimes,Cyber Crime,Male,13-17,6497,4332,2165,4401,2096
2007,Urban,Delhi,Property Crime,Burglary,Male,18-30,9847,8954,893,9484,363
2003,Rural,Uttarakhand,Other Crimes,Cyber Crime,Male,60+,603,181,422,410,193
2004,Urban,Manipur,Crime Against Children,Child Labor,Male,13-17,9853,9219,634,9834,19
2004,Urban,Uttar Pradesh,Crime Against Children,Child Abuse,Male,13-17,7687,4509,3178,6536,1151
2008,Rural,Goa,Other Crimes,Cyber Crime,Male,13-17,7759,1347,6412,3671,4088
2007,Urban,Uttar Pradesh,Property Crime,Burglary,Female,0-12,1024,155,869,869,155
2005,Urban,Tamil Nadu,Crime Against Men,Assault,Male,60+,2047,1212,835,1680,367
2008,Rural,West Bengal,Crime Against Children,Child Abuse,Female,18-30,7623,7205,418,7337,286
2007,Urban,Jammu & Kashmir,Crime Against Men,Extortion,Male,46-60,4386,1263,3123,1291,3095
2001,Rural,Tamil Nadu,Crime Against Women,Rape,Female,0-12,1718,37,1681,889,829
2007,Rural,Tripura,Crime Against Men,Robbery,Female,13-17,7734,4382,3352,5503,2231
2008,Urban,Haryana,Crime Against Children,Kidnapping,Female,0-12,2977,1784,1193,2755,222
2010,Rural,Goa,Crime Against Children,Child Labor,Female,31-45,603,315,288,464,139
2002,Rural,Karnataka,Crime Against Children,Child Abuse,Female,60+,9008,1013,7995,2708,6300
2004,Rural,Haryana,Crime Against Men,Murder,Male,13-17,6520,4206,2314,5677,843
2007,Rural,Bihar,Crime Against Children,Child Labor,Female,18-30,1748,693,1055,962,786
2009,Urban,Jharkhand,Crime Against Men,Assault,Male,0-12,9895,9465,430,9710,185
2007,Urban,Goa,Property Crime,Arson,Male,0-12,8052,2277,5775,3252,4800
2003,Urban,Delhi,Crime Against Men,Extortion,Male,13-17,5777,1072,4705,4368,1409
2007,Urban,Sikkim,Crime Against Men,Assault,Female,46-60,4260,1551,2709,3368,892
2002,Rural,Uttarakhand,Property Crime,Arson,Female,13-17,668,118,550,561,107
2008,Rural,Bihar,Property Crime,Burglary,Female,18-30,8642,6612,2030,7566,1076
2006,Urban,Bihar,Crime Against Men,Murder,Female,60+,4725,2301,2424,2983,1742
2008,Rural,West Bengal,Crime Against Men,Extortion,Male,18-30,2128,2128,0,2128,0
2008,Urban,Nagaland,Other Crimes,Cyber Crime,Female,31-45,2107,1105,1002,2041,66
2007,Urban,Tripura,Other Crimes,Fraud,Male,13-17,982,414,568,680,302
2002,Rural,West Bengal,Crime Against Children,Child Labor,Male,60+,2421,1582,839,2087,334
2001,Rural,Uttar Pradesh,Property Crime,Theft,Female,13-17,4811,1912,2899,2158,2653
2009,Urban,Sikkim,Crime Against Women,Domestic Violence,Female,31-45,6036,4025,2011,5321,715
2001,Rural,Bihar,Property Crime,Arson,Female,60+,7335,4347,2988,6538,797
2010,Rural,Madhya Pradesh,Other Crimes,Corruption,Female,18-30,7177,372,6805,6339,838
2001,Rural,Jharkhand,Crime Against Children,Child Abuse,Female,60+,3105,1582,1523,2857,248
2008,Rural,Maharashtra,Crime Against Women,Rape,Male,46-60,9029,2536,6493,8756,273
2009,Rural,Manipur,Property Crime,Theft,Male,60+,6170,1771,4399,2574,3596
2001,Urban,Kerala,Crime Against Children,Trafficking,Female,60+,5896,424,5472,929,4967
2010,Urban,Kerala,Other Crimes,Fraud,Male,18-30,8839,4366,4473,8344,495
2002,Rural,Manipur,Property Crime,Vandalism,Male,60+,7878,5532,2346,7745,133
2004,Rural,Bihar,Crime Against Men,Robbery,Male,18-30,3593,651,2942,1729,1864
